user,service
아메리카노 한 잔 주시고 개인 텀블러에 담으면 할인 되나요 ,텀블러에 담으면 할인 해드릴게요
아메리카노에 물 많이 넣어서 좀 연하게 해주세요,텀블러에 담으시니까 오백 원 할인해드릴게요
근데 카드로 결제해도 되나요 ,네 카드 결제 가능하세요
영수증 좀 주세요,네 영수증 드릴게요
아메리카노는 원래 샷이 몇 개에요 ,아메리카노에 투샷 들어가요
그러면 아메리카노 투샷으로 주세요,따뜻한 아메리카노로 드릴까요 
네 따뜻한 아메리카노 한 잔 주세요,아메리카노 주문 받았습니다 4000원 결제하겠습니다
연유라떼는 뭐에요 ,말그대로 연유랑 에스프레소랑 우유 들어가구요
연유라는게 우리가 빙수에 뿌려먹는 연유 그거 말하는 거에요 ,네 그렇게 파는게 스타벅스에 돌체라떼인데 연유 들어가요
연유랑 커피가 잘 어울려요 ,네 원래 스페인가면 사람들이 에스프레소에 연유만 뿌려서 먹거든요
사장님 여기 와이파이는 안되나요 ,와이파이 가능하세요 암호는 OZZ5842 입니다
와이파이 비밀번호가 어떻게 되죠 ,핸드폰 주시면 제가 잡아드릴게요
프라페는 차가운 거에요 ,네 프라페에 얼음 막 갈아서 차가운 거에요
밤라떼는 밤이 들어가요 ,밤을 삶아서 들어가는데 다른 가게처럼 액기스 그런 걸로 안해요
여기는 밤 자체를 그냥 넣으시는거에요 ,네 밤라떼 맛있을 거에요
그럼 밤라떼 하나 주세요,네 잠시만 기다려주세요
카드로 계산 해도 되나요 ,네 카드 결제 가능합니다
그러면 여기는 생과일 주스 이런 것도 전부 생과일 갈아서 하시겠네요 ,냉장고 보시면 아시겠지만 생과일에다가 저희는 첨가물 같은거 안 넣습니다
쿠폰 하나 만들어주세요,네 만들어 드릴게요
쿠폰은 몇 개 먹어야 한 잔 주고 이런거에요 ,쿠폰에 적혀 있듯이 열 번 먹으면 아무거나 드시고 싶은거 한 잔 드려요
가격 상관없이 아무 커피나요 ,네 가격 상관없이 한 잔 드려요
블랙화이트는 뭐에요 ,우유 적게 들어가고 커피가 많이 들어간 거에요
그러면 블랙화이트는 단 것이 아예 안들어가는거에요 ,사이즈가 큰 거는 많이 들어가고 작은 거는 적게 들어가고 다 달라요
블랙화이트도 사이즈가 있어요 ,작은 사이즈는 없고 중간 사이즈랑 큰 사이즈 있어요
그러면 카페라떼 하나 주시고 설탕은 추가로 해야되나요 ,설탕 넣어드릴까요 
설탕 많이는 넣지 말고 조금만 넣어주세요,그러면은 따로 드릴테니까 조절하세요
제가 설탕 조절해야돼요 ,손님 조금이랑 저의 조금이랑 다르잖아요
그러면 설탕 따로 주세요,라떼 따뜻한 거 한 잔 맞으세요 
네 라떼 따뜻한 거 한 잔 맞습니다,드시고 가세요 
아니요 가지고 갈게요,따뜻한 라떼 한 잔 삼천 오백 원입니다
여기는 할인되거나 할인되는 카드는 없어요 ,따로 없고 저희 포인트 카드가 있는데 포인트 카드 만드시면 5프로씩 적립해드립니다
영수증 좀 주세요,영수증 여기 있고 라떼는 섞어드시면 돼요
여기 설탕 얼마나 넣어야 되나요 ,3분의 1정도만 넣으시면 됩니다
설탕말고 시럽은 없어요 ,뜨거운 라떼는 설탕이 잘 녹아서 설탕만 녹여도 맛있어요
따뜻한 라떼에 시럽보다 설탕이 나아요 ,네 따뜻한 라떼는 시럽보다 설탕이낫습니다
홍시 스무디 있나요 ,홍시 스무디는 지금 안돼요
홍시 스무디 왜 안되나요 ,홍시 스무디가 재료가 다 떨어져가지구요
홍시가 없는거에요 ,네 오전까진 다 됐는데 점심 때 다 나가가지고요
홍시 스무디가 잘나가나봐요 ,네 그래서 홍시 다시 공수해와야돼요
그러면 아메리카노 한 잔 주세요,따뜻한 아메리카노 맞으신가요 
네 따뜻한 아메리카노 맞아요,따뜻한 아메리카노 한 잔 4000 원 결제해드릴게요
샷은 몇 개 들어가죠 ,샷은 한 개 들어가요
시럽은 얼마나 들어가나요 ,시럽은 이거 가져가시면 됩니다
여기 와이파이 되나요 ,와이파이 키셔서 IPTIME 사용하시면 돼요
와이파이 비밀번호 알려주세요,와이파이 암호는 OZZ5842 입니다
와이파이 개방형인가요 ,네 와이파이 개방형 맞습니다 와이파이 암호는 OZZ5842 입니다
화이트 카페모카는 많이 달아요 ,휘핑크림하고 화이트 초코가 들어가요
화이트초코요 ,네 흰색 초코요
그럼 많이 달겠네요 ,휘핑크림도 올라가고 초코도 있어서 좀 달아요
비엔나 커피도 달아요 ,비엔나는 아메리카노에 휘핑크림 올라가는거라서 많이 달진 않아요
그럼 비엔나 커피 하나 주세요,커피 따뜻한 거 차가운 거 어떤 걸로 드릴까요 
커피 차가운 것도 되나요 ,커피 차가운 것도 됩니다
얼음 좀 작게 넣어주세요,얼음 작게 넣어 드실거면 따뜻하게 드시는게 나을 것 같습니다
따뜻한 비엔나 커피는 많이 안 달아요 ,네 단 거 좋아하시면은 거기다가 설탕 넣어 드셔도 되고 안 달아요
혹시 그 위에 다가 시나몬 가루 좀 뿌려주실 수 있나요 ,네 시나몬 가루 뿌려드릴게요
여기 혹시 와이파이 되나요 ,네 와이파이 키셔서 OZZ찾으시고 암호는 OZZ5842 입니다
모히또는 어떤 거에요 ,모히또는 에이드처럼 탄산 들어가는 겁니다
약간 톡 쏘는 그런거에요 ,네 바 같은데서 파는 칵테일 같은 것인데 무알콜이라고 생각하시면 돼요
그러면 클랜즈는 뭐에요 ,클랜즈는 착즙주스 같은건데 녹즙같은거라고 생각하시면 돼요
클랜즈는 그럼 생과일로 직접 짜서 주는거에요 ,저희가 여기서 해드리는건 아니고 저희가 이제 제품을 받아서 팩처럼 개별로 이렇게 포장이 돼있어요
플레인 요거트도 포장 가능해요 ,매장 내 전 품목 테이크 아웃 가능하세요
그러면 플레인 요거트 하나 주시는데 많이 안달죠 ,덜 달기는 한데 아이스 제품이신거는 알고 계시죠 
네 아이스 제품인거 알고 있습니다,플레인 요거트 한 잔 오천 오백 원입니다
리얼 쇼콜라는 뭐에요 ,리얼 쇼콜라는 핫초코라고 생각하시면 편해요
아메리카노로 하나 주세요,아메리카노 드시고 가세요 
예 먹고 가려구요,아메리카노 한 잔 4000원입니다
할인되는 카드 그런건 없어요 ,네 할인되는 카드 따로 없습니다
쿠키는 여기서 직접 만드나요 ,네 쿠키는 저희가 직접 만듭니다
아메리카노 테이크 아웃으로 좀 해주세요,네 테이크 아웃으로 해드리겠습니다
영수증도 같이 부탁드려요,네 영수증도 같이 드릴게요 
오트밀 라떼는 뭐 들어가는거에요 ,곡물들어가는 미숫가루라고 생각하시면 돼요
오트밀 라떼도 차가운 건가요 ,따뜻한 것도 있고 차가운 것도 있어요
그러면 단 정도는 어때요 ,달기는 조절해드릴수 있어요
그러면 원래 오트밀 라떼 자체가 좀 단 거에요 ,아니요 오트밀 라떼 아예 안 달아요
오트밀 라떼 크기 조절 가능해요 ,네 크기 조절 가능합니다
오트밀 라떼 한 잔 주세요,오트밀 라떼 따뜻한 걸로 드려요 
네 따뜻한 오트밀 라떼 부탁드릴게요,오트밀 라떼 한 잔 삼천 오백 원입니다
여긴 몇 시에 문열어요 ,아침 9시에서 저녁 10시까지 문열고 주말에는 9시 30분에 문열어요
저기 앉아서 먹을 수도 있나요 ,네 음료 가져가셔서 드시면 돼요
여기는 주문한 다음에 2층 가서 마셔야 되나봐요 ,네 음료 주문 후 2층 올라가셔야 됩니다
목이 지금 칼칼하면서 안 좋은데 어떤 거 마시면 좋을까요 ,시원하게 페퍼민트 드시는거 추천드려요
페퍼민트 허브티로 하나 주세요,적립번호 있으세요 
아니요 없는데 하나 만들면 뭐 있나요 ,적립번호 만드시면 10프로 적립되는데 만들어 드릴까요 
네 적립번호 만들어주세요,음료는 삼천 원이고 결제 후 만들어드릴게요
네 이 카드로 결제해주세요,카드 받았고 여기 전화번호랑 성함 적어주세요
음료 받아서 올라가야되나요 ,올라가 계시면 갖다 드릴게요
여기 혹시 와이파이 되나요 ,네 각 테이블에 와이파이 비밀번호 적혀 있어요
카페라떼 따뜻한 거 하나 주세요,카페라떼 드시고 가시는 건가요 
아니요 텀블러 가져오면 텀블러에 담아주시나요 ,네 텀블러에 담아드려요
양 조금 더 주고 그런거 있어요 ,아니요 담아준다고 더 주는거 없습니다
적립은 되는가요 ,아너스 회원이여야지 할인 가능하시고 쿠폰 10개 다 찍으시면 그때 아너스회원증 발급되시고 그래야 10퍼센트 할인 되세요
쿠폰 10개 찍어야 회원증 발급되요 ,10개 마다 오천 원 커피 할인에다가 다 채우시면 회원증 발급해드리구요
라떼 따뜻한 거 테이크아웃으로 한 잔 주세요,쿠폰 찍어드릴까요 
네 쿠폰 찍어주세요,영수증 드릴까요 
네 영수증 주세요,음료 다 되면 폰 알림으로 알려드리겠습니다
라떼 하나 주세요,라떼 진하게 해서 드릴까요 
네 여기는 우유는 뭘로 써요 ,우유는 그냥 서울우유요
거기 어디에 있어요,광주 북구 첨단과기로 339 입니다
여기 체인점이에요 ,아니요 지금은 아니에요
예전에는 체인점이였어요 ,처음에 오픈할 때는 체인이였는데 지금은 아니죠
원두를 다른데서 받아오시는데가 있어가지고 카페 운영 하는거에요 ,원두는 로스팅 전문업체에서 제가 따로 주문해요
어디꺼 쓰시는데요 ,원두는 이제 영업비밀이라서 못 알려드리고 거의 최상급 원두 쓴다고 보시면 돼요
제 친구도 커피숍 하는데 대부분 여러가지 섞어서 한다고 하는데 맞나요 ,대부분이 물 커피 재료 에스프레소 추출은 거의 블랜딩이에요
텀블러 갖고오면 거기 담아 주시죠 ,네 따로 가지고 오시면 담아드려요
라떼 하나 얼마에요 ,따뜻한 라떼는 이천 오백 원이고 시원한 라떼는 삼천 원이요
따뜻한 라떼 하나 주시고 여기 적립카드 있어요 ,적립카드는 쿠폰 말씀하시는거에요 
네 쿠폰 같은거요,네 쿠폰 있습니다
쿠폰 하나 주시겠어요 ,네 쿠폰 여기 있습니다
쿠폰은 어떻게 하면 되는거죠 ,10개 찍으시면 이천 오백 원짜리 공짜로 드려요
언제 문 닫나요,10시까지 영업합니다
여기 혹시 카카오페이 결제도 되는가요 ,카카오페이 결제는 안됩니다
진하게 먹으려면 샷 추가 하는 거에요 ,샷 추가하셔야 진하게 드실 수 있으세요
휴지 좀 가져가도 되는거죠 ,네 휴지 가져가셔도 되시고 음료 나왔습니다
라떼 진하게 먹으려면 샷을 추가하는 거에요 ,추가비는 없고 진하게 연하게 다 가능해요
그러면 조금 진하게 라떼 따뜻한 거 한 잔 주세요,음료 가져가시나요 
아니요 먹고 갈 거에요,라떼 한 잔 사천 오백 원입니다
카카오페이 결제도 되는가요 ,카카오페이 결제 안 되세요
어느정도 기다리면 되나요 ,자리에 있으시면 가져다 드리겠습니다
제가 시간이 없어 그러는데 커피를 제가 가지고 다니는 텀블러에 담아 주시겠습니까 ,네 커피 텀블러에 담아 드릴게요
아메리카노 한 잔 주시겠어요 ,음료 드시고 가실거에요 
네 마시고 가려구요,네 편안한 자리 이용하시면 돼요 결제는 4천원 입니다
카페 콤파냐는 뭐에요 ,콤파냐는 에스프레소에다가 생크림 올려드리는거에요
생크림은 시중에서 파는 제품으로 하시는거에요 ,저희 가게에서 파는 생크림 저희가 직접 만들어요
그냥 아메리카노 따뜻한 걸로 한 잔 주시고 농도 조절 할 수 있나요 ,농도는 제가 기본 조금만 넣어드리고 좀 더 필요하시면 말씀해주세요
네 그냥 농도는 기본으로 해주세요,네 필요하시면 말씀해주세요
몇시까지 해요,10시까지 입니다 
혹시 와이파이 비밀번호 여기 있습니까 ,여기 바로 앞에 비밀번호 적혀 있습니다
화장실은 어디 있어요 ,카운터 오른쪽에 있어요
이 과자는 뭐에요 ,커피랑 같이 드시면 맛있을거에요
죄송한데 물 좀 한 잔 주시겠어요 ,네 잠시만 기다려주세요
아침에는 몇 시에 문 열어요 ,아침 10시에 문 열어요
저녁에는 몇 시에 문 닫아요 ,저녁 10시에 문 닫아요
치즈케잌 없어요 ,죄송한데 조각 치즈케잌은 지금 여기 나와있는게 다에요
생크림 베이글 이거는 무슨 맛이에요 ,그거는 베이글 안에 생크림이 들어가 있어요
스타벅스에 그런 빵하고 비슷한가요 ,네 약간 그럼 느낌의 빵이라고 생각하시면 돼요
생크림 소프트 쉬폰 이거 하나 주세요,빵 드시고 가세요 
아니요 빵 포장해주세요,빵 이천 오백 원 결제 도와드릴게요
여기는 할인이나 적립되는 카드 뭐죠 ,CJ ONE 적립되고 아니면 CJ카드라고 붙여져 있는거요
빵 세 시간에서 네 시간 있다가 먹으려면 보관은 어떻게 해야돼요 ,빵을 냉장고에 넣어두시면 되세요
포장이라도 기다려야돼요 ,네 조금만 기다리시면 돼요
혹시 물티슈 줄 수 있어요 ,물티슈 몇 개 드릴까요 
물티슈도 두 개 주세요,물티슈 여기 있습니다
원조커피가 뭐에요 ,믹스커피라고 생각하시면 돼요
아이스크림도 있어요 ,네 아이스크림 있습니다
소프트 아이스크림이 1500원인데 카라멜 추가하면 500원더 추가되나요 ,네 토핑으로 올라가요
노말한 아이스크림이 뭐에요 ,바닐라 아이스크림입니다
아메리카노 한 잔 주세요,따뜻한거 드릴까요 
네 티머니로 결제도 돼요 ,네 결제할 수 있습니다
적립이나 할인은 없나요 ,적립은 지금은 없고 3월 중순쯤 생길 예정입니다
